data,valor,indicador
2021-02-01,0.82,inpc
2021-03-01,0.86,inpc
2021-04-01,0.38,inpc
2021-05-01,0.96,inpc
2021-06-01,0.6,inpc
2021-07-01,1.02,inpc
2021-08-01,0.88,inpc
2021-09-01,1.2,inpc
2021-10-01,1.16,inpc
2021-11-01,0.84,inpc
2021-12-01,0.73,inpc
2022-01-01,0.67,inpc
2022-02-01,1,inpc
2022-03-01,1.71,inpc
2022-04-01,1.04,inpc
2022-05-01,0.45,inpc
2022-06-01,0.62,inpc
2022-07-01,-0.6,inpc
2022-08-01,-0.31,inpc
2022-09-01,-0.32,inpc
2022-10-01,0.47,inpc
2022-11-01,0.38,inpc
2022-12-01,0.69,inpc
2023-01-01,0.46,inpc
2023-02-01,0.77,inpc
2023-03-01,0.64,inpc
2023-04-01,0.53,inpc
2023-05-01,0.36,inpc
2023-06-01,-0.1,inpc
2023-07-01,-0.09,inpc
2023-08-01,0.2,inpc
2023-09-01,0.11,inpc
2023-10-01,0.12,inpc
2023-11-01,0.1,inpc
2023-12-01,0.55,inpc
2024-01-01,0.57,inpc
2024-02-01,0.81,inpc
2024-03-01,0.19,inpc
2024-04-01,0.37,inpc
2024-05-01,0.46,inpc
2024-06-01,0.25,inpc
2024-07-01,0.26,inpc
2024-08-01,-0.14,inpc
2024-09-01,0.48,inpc
2024-10-01,0.61,inpc
2024-11-01,0.33,inpc
2024-12-01,0.48,inpc
2025-01-01,0,inpc
2025-02-01,1.48,inpc
2025-03-01,0.51,inpc
2025-04-01,0.48,inpc
2025-05-01,0.35,inpc
2025-06-01,0.23,inpc
2025-07-01,0.21,inpc
2025-08-01,-0.21,inpc
2025-09-01,0.52,inpc
2025-10-01,0.03,inpc
2025-11-01,0.03,inpc
2025-12-01,0.21,inpc
2026-01-01,0.39,inpc
2026-02-01,0.56,inpc
2026-03-01,0.91,inpc
2026-04-01,0.81,inpc
2026-05-01,0.65,inpc
2026-06-01,0.14,inpc
2026-07-01,-0.01,inpc
2000-01-01,1.02,igp_di
2000-02-01,0.19,igp_di
2000-03-01,0.18,igp_di
2000-04-01,0.13,igp_di
2000-05-01,0.67,igp_di
2000-06-01,0.93,igp_di
2000-07-01,2.26,igp_di
2000-08-01,1.82,igp_di
2000-09-01,0.69,igp_di
2000-10-01,0.37,igp_di
2000-11-01,0.39,igp_di
2000-12-01,0.76,igp_di
2001-01-01,0.49,igp_di
2001-02-01,0.34,igp_di
2001-03-01,0.8,igp_di
2001-04-01,1.13,igp_di
2001-05-01,0.44,igp_di
2001-06-01,1.46,igp_di
2001-07-01,1.62,igp_di
2001-08-01,0.9,igp_di
2001-09-01,0.38,igp_di
2001-10-01,1.45,igp_di
2001-11-01,0.76,igp_di
2001-12-01,0.18,igp_di
2002-01-01,0.19,igp_di
2002-02-01,0.18,igp_di
2002-03-01,0.11,igp_di
2002-04-01,0.7,igp_di
2002-05-01,1.11,igp_di
2002-06-01,1.74,igp_di
2002-07-01,2.05,igp_di
2002-08-01,2.36,igp_di
2002-09-01,2.64,igp_di
2002-10-01,4.21,igp_di
2002-11-01,5.84,igp_di
2002-12-01,2.7,igp_di
2003-01-01,2.17,igp_di
2003-02-01,1.59,igp_di
2003-03-01,1.66,igp_di
2003-04-01,0.41,igp_di
2003-05-01,-0.67,igp_di
2003-06-01,-0.7,igp_di
2003-07-01,-0.2,igp_di
2003-08-01,0.62,igp_di
2003-09-01,1.05,igp_di
2003-10-01,0.44,igp_di
2003-11-01,0.48,igp_di
2003-12-01,0.6,igp_di
2004-01-01,0.8,igp_di
2004-02-01,1.08,igp_di
2004-03-01,0.93,igp_di
2004-04-01,1.15,igp_di
2004-05-01,1.46,igp_di
2004-06-01,1.29,igp_di
2004-07-01,1.14,igp_di
2004-08-01,1.31,igp_di
2004-09-01,0.48,igp_di
2004-10-01,0.53,igp_di
2004-11-01,0.82,igp_di
2004-12-01,0.52,igp_di
2005-01-01,0.33,igp_di
2005-02-01,0.4,igp_di
2005-03-01,0.99,igp_di
2005-04-01,0.51,igp_di
2005-05-01,-0.25,igp_di
2005-06-01,-0.45,igp_di
2005-07-01,-0.4,igp_di
2005-08-01,-0.79,igp_di
2005-09-01,-0.13,igp_di
2005-10-01,0.63,igp_di
2005-11-01,0.33,igp_di
2005-12-01,0.07,igp_di
2006-01-01,0.72,igp_di
2006-02-01,-0.06,igp_di
2006-03-01,-0.45,igp_di
2006-04-01,0.02,igp_di
2006-05-01,0.38,igp_di
2006-06-01,0.67,igp_di
2006-07-01,0.17,igp_di
2006-08-01,0.41,igp_di
2006-09-01,0.24,igp_di
2006-10-01,0.81,igp_di
2006-11-01,0.57,igp_di
2006-12-01,0.26,igp_di
2007-01-01,0.43,igp_di
2007-02-01,0.23,igp_di
2007-03-01,0.22,igp_di
2007-04-01,0.14,igp_di
2007-05-01,0.16,igp_di
2007-06-01,0.26,igp_di
2007-07-01,0.37,igp_di
2007-08-01,1.39,igp_di
2007-09-01,1.17,igp_di
2007-10-01,0.75,igp_di
2007-11-01,1.05,igp_di
2007-12-01,1.47,igp_di
2008-01-01,0.99,igp_di
2008-02-01,0.38,igp_di
2008-03-01,0.7,igp_di
2008-04-01,1.12,igp_di
2008-05-01,1.88,igp_di
2008-06-01,1.89,igp_di
2008-07-01,1.12,igp_di
2008-08-01,-0.38,igp_di
2008-09-01,0.36,igp_di
2008-10-01,1.09,igp_di
2008-11-01,0.07,igp_di
2008-12-01,-0.44,igp_di
2009-01-01,0.01,igp_di
2009-02-01,-0.13,igp_di
2009-03-01,-0.84,igp_di
2009-04-01,0.04,igp_di
2009-05-01,0.18,igp_di
2009-06-01,-0.32,igp_di
2009-07-01,-0.64,igp_di
2009-08-01,0.09,igp_di
2009-09-01,0.25,igp_di
2009-10-01,-0.04,igp_di
2009-11-01,0.07,igp_di
2009-12-01,-0.11,igp_di
2010-01-01,1.01,igp_di
2010-02-01,1.09,igp_di
2010-03-01,0.63,igp_di
2010-04-01,0.72,igp_di
2010-05-01,1.57,igp_di
2010-06-01,0.34,igp_di
2010-07-01,0.22,igp_di
2010-08-01,1.1,igp_di
2010-09-01,1.1,igp_di
2010-10-01,1.03,igp_di
2010-11-01,1.58,igp_di
2010-12-01,0.38,igp_di
2011-01-01,0.98,igp_di
2011-02-01,0.96,igp_di
2011-03-01,0.61,igp_di
2011-04-01,0.5,igp_di
2011-05-01,0.01,igp_di
2011-06-01,-0.13,igp_di
2011-07-01,-0.05,igp_di
2011-08-01,0.61,igp_di
2011-09-01,0.75,igp_di
2011-10-01,0.4,igp_di
2011-11-01,0.43,igp_di
2011-12-01,-0.16,igp_di
2012-01-01,0.3,igp_di
2012-02-01,0.07,igp_di
2012-03-01,0.56,igp_di
2012-04-01,1.02,igp_di
2012-05-01,0.91,igp_di
2012-06-01,0.69,igp_di
2012-07-01,1.52,igp_di
2012-08-01,1.29,igp_di
2012-09-01,0.88,igp_di
2012-10-01,-0.31,igp_di
2012-11-01,0.25,igp_di
2012-12-01,0.66,igp_di
2013-01-01,0.31,igp_di
2013-02-01,0.2,igp_di
2013-03-01,0.31,igp_di
2013-04-01,-0.06,igp_di
2013-05-01,0.32,igp_di
2013-06-01,0.76,igp_di
2013-07-01,0.14,igp_di
2013-08-01,0.46,igp_di
2013-09-01,1.36,igp_di
2013-10-01,0.63,igp_di
2013-11-01,0.28,igp_di
2013-12-01,0.69,igp_di
2014-01-01,0.4,igp_di
2014-02-01,0.85,igp_di
2014-03-01,1.48,igp_di
2014-04-01,0.45,igp_di
2014-05-01,-0.45,igp_di
2014-06-01,-0.63,igp_di
2014-07-01,-0.55,igp_di
2014-08-01,0.06,igp_di
2014-09-01,0.02,igp_di
2014-10-01,0.59,igp_di
2014-11-01,1.14,igp_di
2014-12-01,0.38,igp_di
2015-01-01,0.67,igp_di
2015-02-01,0.53,igp_di
2015-03-01,1.21,igp_di
2015-04-01,0.92,igp_di
2015-05-01,0.4,igp_di
2015-06-01,0.68,igp_di
2015-07-01,0.58,igp_di
2015-08-01,0.4,igp_di
2015-09-01,1.42,igp_di
2015-10-01,1.76,igp_di
2015-11-01,1.19,igp_di
2015-12-01,0.44,igp_di
2016-01-01,1.53,igp_di
2016-02-01,0.79,igp_di
2016-03-01,0.43,igp_di
2016-04-01,0.36,igp_di
2016-05-01,1.13,igp_di
2016-06-01,1.63,igp_di
2016-07-01,-0.39,igp_di
2016-08-01,0.43,igp_di
2016-09-01,0.03,igp_di
2016-10-01,0.13,igp_di
2016-11-01,0.05,igp_di
2016-12-01,0.83,igp_di
2017-01-01,0.43,igp_di
2017-02-01,0.06,igp_di
2017-03-01,-0.38,igp_di
2017-04-01,-1.24,igp_di
2017-05-01,-0.51,igp_di
2017-06-01,-0.96,igp_di
2017-07-01,-0.3,igp_di
2017-08-01,0.24,igp_di
2017-09-01,0.62,igp_di
2017-10-01,0.1,igp_di
2017-11-01,0.8,igp_di
2017-12-01,0.74,igp_di
2018-01-01,0.58,igp_di
2018-02-01,0.15,igp_di
2018-03-01,0.56,igp_di
2018-04-01,0.93,igp_di
2018-05-01,1.64,igp_di
2018-06-01,1.48,igp_di
2018-07-01,0.44,igp_di
2018-08-01,0.68,igp_di
2018-09-01,1.79,igp_di
2018-10-01,0.26,igp_di
2018-11-01,-1.14,igp_di
2018-12-01,-0.45,igp_di
2019-01-01,0.07,igp_di
2019-02-01,1.25,igp_di
2019-03-01,1.07,igp_di
2019-04-01,0.9,igp_di
2019-05-01,0.4,igp_di
2019-06-01,0.63,igp_di
2019-07-01,-0.01,igp_di
2019-08-01,-0.51,igp_di
2019-09-01,0.5,igp_di
2019-10-01,0.55,igp_di
2019-11-01,0.85,igp_di
2019-12-01,1.74,igp_di
2020-01-01,0.09,igp_di
2020-02-01,0.01,igp_di
2020-03-01,1.64,igp_di
2020-04-01,0.05,igp_di
2020-05-01,1.07,igp_di
2020-06-01,1.6,igp_di
2020-07-01,2.34,igp_di
2020-08-01,3.87,igp_di
2020-09-01,3.3,igp_di
2020-10-01,3.68,igp_di
2020-11-01,2.64,igp_di
2020-12-01,0.76,igp_di
2021-01-01,2.91,igp_di
2021-02-01,2.71,igp_di
2021-03-01,2.17,igp_di
2021-04-01,2.22,igp_di
2021-05-01,3.4,igp_di
2021-06-01,0.11,igp_di
2021-07-01,1.45,igp_di
2021-08-01,-0.14,igp_di
2021-09-01,-0.55,igp_di
2021-10-01,1.6,igp_di
2021-11-01,-0.58,igp_di
2021-12-01,1.25,igp_di
2022-01-01,2.01,igp_di
2022-02-01,1.5,igp_di
2022-03-01,2.37,igp_di
2022-04-01,0.41,igp_di
2022-05-01,0.69,igp_di
2022-06-01,0.62,igp_di
2022-07-01,-0.38,igp_di
2022-08-01,-0.55,igp_di
2022-09-01,-1.22,igp_di
2022-10-01,-0.62,igp_di
2022-11-01,-0.18,igp_di
2022-12-01,0.31,igp_di
2023-01-01,0.06,igp_di
2023-02-01,0.04,igp_di
2023-03-01,-0.34,igp_di
2023-04-01,-1.01,igp_di
2023-05-01,-2.33,igp_di
2023-06-01,-1.45,igp_di
2023-07-01,-0.4,igp_di
2023-08-01,0.05,igp_di
2023-09-01,0.45,igp_di
2023-10-01,0.51,igp_di
2023-11-01,0.5,igp_di
2023-12-01,0.64,igp_di
2024-01-01,-0.27,igp_di
2024-02-01,-0.41,igp_di
2024-03-01,-0.3,igp_di
2024-04-01,0.72,igp_di
2024-05-01,0.87,igp_di
2024-06-01,0.5,igp_di
2024-07-01,0.83,igp_di
2024-08-01,0.12,igp_di
2024-09-01,1.03,igp_di
2024-10-01,1.54,igp_di
2024-11-01,1.18,igp_di
2024-12-01,0.87,igp_di
2025-01-01,0.11,igp_di
2025-02-01,1,igp_di
2025-03-01,-0.5,igp_di
2025-04-01,0.3,igp_di
2025-05-01,-0.85,igp_di
2025-06-01,-1.8,igp_di
2025-07-01,-0.07,igp_di
2025-08-01,0.2,igp_di
2025-09-01,0.36,igp_di
2025-10-01,-0.03,igp_di
2025-11-01,0.01,igp_di
2025-12-01,0.1,igp_di
2026-01-01,0.2,igp_di
2026-02-01,-0.84,igp_di
2026-03-01,1.14,igp_di
2026-04-01,2.41,igp_di
2026-05-01,0.87,igp_di
2026-06-01,-0.79,igp_di
2026-07-01,-0.86,igp_di
2000-01-01,1.24,igp_m
2000-02-01,0.35,igp_m
2000-03-01,0.15,igp_m
2000-04-01,0.23,igp_m
2000-05-01,0.31,igp_m
2000-06-01,0.85,igp_m
2000-07-01,1.57,igp_m
2000-08-01,2.39,igp_m
2000-09-01,1.16,igp_m
2000-10-01,0.38,igp_m
2000-11-01,0.29,igp_m
2000-12-01,0.63,igp_m
2001-01-01,0.62,igp_m
2001-02-01,0.23,igp_m
2001-03-01,0.56,igp_m
2001-04-01,1,igp_m
2001-05-01,0.86,igp_m
2001-06-01,0.98,igp_m
2001-07-01,1.48,igp_m
2001-08-01,1.38,igp_m
2001-09-01,0.31,igp_m
2001-10-01,1.18,igp_m
2001-11-01,1.1,igp_m
2001-12-01,0.22,igp_m
2002-01-01,0.36,igp_m
2002-02-01,0.06,igp_m
2002-03-01,0.09,igp_m
2002-04-01,0.56,igp_m
2002-05-01,0.83,igp_m
2002-06-01,1.54,igp_m
2002-07-01,1.95,igp_m
2002-08-01,2.32,igp_m
2002-09-01,2.4,igp_m
2002-10-01,3.87,igp_m
2002-11-01,5.19,igp_m
2002-12-01,3.75,igp_m
2003-01-01,2.33,igp_m
2003-02-01,2.28,igp_m
2003-03-01,1.53,igp_m
2003-04-01,0.92,igp_m
2003-05-01,-0.26,igp_m
2003-06-01,-1,igp_m
2003-07-01,-0.42,igp_m
2003-08-01,0.38,igp_m
2003-09-01,1.18,igp_m
2003-10-01,0.38,igp_m
2003-11-01,0.49,igp_m
2003-12-01,0.61,igp_m
2004-01-01,0.88,igp_m
2004-02-01,0.69,igp_m
2004-03-01,1.13,igp_m
2004-04-01,1.21,igp_m
2004-05-01,1.31,igp_m
2004-06-01,1.38,igp_m
2004-07-01,1.31,igp_m
2004-08-01,1.22,igp_m
2004-09-01,0.69,igp_m
2004-10-01,0.39,igp_m
2004-11-01,0.82,igp_m
2004-12-01,0.74,igp_m
2005-01-01,0.39,igp_m
2005-02-01,0.3,igp_m
2005-03-01,0.85,igp_m
2005-04-01,0.86,igp_m
2005-05-01,-0.22,igp_m
2005-06-01,-0.44,igp_m
2005-07-01,-0.34,igp_m
2005-08-01,-0.65,igp_m
2005-09-01,-0.53,igp_m
2005-10-01,0.6,igp_m
2005-11-01,0.4,igp_m
2005-12-01,-0.01,igp_m
2006-01-01,0.92,igp_m
2006-02-01,0.01,igp_m
2006-03-01,-0.23,igp_m
2006-04-01,-0.42,igp_m
2006-05-01,0.38,igp_m
2006-06-01,0.75,igp_m
2006-07-01,0.18,igp_m
2006-08-01,0.37,igp_m
2006-09-01,0.29,igp_m
2006-10-01,0.47,igp_m
2006-11-01,0.75,igp_m
2006-12-01,0.32,igp_m
2007-01-01,0.5,igp_m
2007-02-01,0.27,igp_m
2007-03-01,0.34,igp_m
2007-04-01,0.04,igp_m
2007-05-01,0.04,igp_m
2007-06-01,0.26,igp_m
2007-07-01,0.28,igp_m
2007-08-01,0.98,igp_m
2007-09-01,1.29,igp_m
2007-10-01,1.05,igp_m
2007-11-01,0.69,igp_m
2007-12-01,1.76,igp_m
2008-01-01,1.09,igp_m
2008-02-01,0.53,igp_m
2008-03-01,0.74,igp_m
2008-04-01,0.69,igp_m
2008-05-01,1.61,igp_m
2008-06-01,1.98,igp_m
2008-07-01,1.76,igp_m
2008-08-01,-0.32,igp_m
2008-09-01,0.11,igp_m
2008-10-01,0.98,igp_m
2008-11-01,0.38,igp_m
2008-12-01,-0.13,igp_m
2009-01-01,-0.44,igp_m
2009-02-01,0.26,igp_m
2009-03-01,-0.74,igp_m
2009-04-01,-0.15,igp_m
2009-05-01,-0.07,igp_m
2009-06-01,-0.1,igp_m
2009-07-01,-0.43,igp_m
2009-08-01,-0.36,igp_m
2009-09-01,0.42,igp_m
2009-10-01,0.05,igp_m
2009-11-01,0.1,igp_m
2009-12-01,-0.26,igp_m
2010-01-01,0.63,igp_m
2010-02-01,1.18,igp_m
2010-03-01,0.94,igp_m
2010-04-01,0.77,igp_m
2010-05-01,1.19,igp_m
2010-06-01,0.85,igp_m
2010-07-01,0.15,igp_m
2010-08-01,0.77,igp_m
2010-09-01,1.15,igp_m
2010-10-01,1.01,igp_m
2010-11-01,1.45,igp_m
2010-12-01,0.69,igp_m
2011-01-01,0.79,igp_m
2011-02-01,1,igp_m
2011-03-01,0.62,igp_m
2011-04-01,0.45,igp_m
2011-05-01,0.43,igp_m
2011-06-01,-0.18,igp_m
2011-07-01,-0.12,igp_m
2011-08-01,0.44,igp_m
2011-09-01,0.65,igp_m
2011-10-01,0.53,igp_m
2011-11-01,0.5,igp_m
2011-12-01,-0.12,igp_m
2012-01-01,0.25,igp_m
2012-02-01,-0.06,igp_m
2012-03-01,0.43,igp_m
2012-04-01,0.85,igp_m
2012-05-01,1.02,igp_m
2012-06-01,0.66,igp_m
2012-07-01,1.34,igp_m
2012-08-01,1.43,igp_m
2012-09-01,0.97,igp_m
2012-10-01,0.02,igp_m
2012-11-01,-0.03,igp_m
2012-12-01,0.68,igp_m
2013-01-01,0.34,igp_m
2013-02-01,0.29,igp_m
2013-03-01,0.21,igp_m
2013-04-01,0.15,igp_m
2013-05-01,0,igp_m
2013-06-01,0.75,igp_m
2013-07-01,0.26,igp_m
2013-08-01,0.15,igp_m
2013-09-01,1.5,igp_m
2013-10-01,0.86,igp_m
2013-11-01,0.29,igp_m
2013-12-01,0.6,igp_m
2014-01-01,0.48,igp_m
2014-02-01,0.38,igp_m
2014-03-01,1.67,igp_m
2014-04-01,0.78,igp_m
2014-05-01,-0.13,igp_m
2014-06-01,-0.74,igp_m
2014-07-01,-0.61,igp_m
2014-08-01,-0.27,igp_m
2014-09-01,0.2,igp_m
2014-10-01,0.28,igp_m
2014-11-01,0.98,igp_m
2014-12-01,0.62,igp_m
2015-01-01,0.76,igp_m
2015-02-01,0.27,igp_m
2015-03-01,0.98,igp_m
2015-04-01,1.17,igp_m
2015-05-01,0.41,igp_m
2015-06-01,0.67,igp_m
2015-07-01,0.69,igp_m
2015-08-01,0.28,igp_m
2015-09-01,0.95,igp_m
2015-10-01,1.89,igp_m
2015-11-01,1.52,igp_m
2015-12-01,0.49,igp_m
2016-01-01,1.14,igp_m
2016-02-01,1.29,igp_m
2016-03-01,0.51,igp_m
2016-04-01,0.33,igp_m
2016-05-01,0.82,igp_m
2016-06-01,1.69,igp_m
2016-07-01,0.18,igp_m
2016-08-01,0.15,igp_m
2016-09-01,0.2,igp_m
2016-10-01,0.16,igp_m
2016-11-01,-0.03,igp_m
2016-12-01,0.54,igp_m
2017-01-01,0.64,igp_m
2017-02-01,0.08,igp_m
2017-03-01,0.01,igp_m
2017-04-01,-1.1,igp_m
2017-05-01,-0.93,igp_m
2017-06-01,-0.67,igp_m
2017-07-01,-0.72,igp_m
2017-08-01,0.1,igp_m
2017-09-01,0.47,igp_m
2017-10-01,0.2,igp_m
2017-11-01,0.52,igp_m
2017-12-01,0.89,igp_m
2018-01-01,0.76,igp_m
2018-02-01,0.07,igp_m
2018-03-01,0.64,igp_m
2018-04-01,0.57,igp_m
2018-05-01,1.38,igp_m
2018-06-01,1.87,igp_m
2018-07-01,0.51,igp_m
2018-08-01,0.7,igp_m
2018-09-01,1.52,igp_m
2018-10-01,0.89,igp_m
2018-11-01,-0.49,igp_m
2018-12-01,-1.08,igp_m
2019-01-01,0.01,igp_m
2019-02-01,0.88,igp_m
2019-03-01,1.26,igp_m
2019-04-01,0.92,igp_m
2019-05-01,0.45,igp_m
2019-06-01,0.8,igp_m
2019-07-01,0.4,igp_m
2019-08-01,-0.67,igp_m
2019-09-01,-0.01,igp_m
2019-10-01,0.68,igp_m
2019-11-01,0.3,igp_m
2019-12-01,2.09,igp_m
2020-01-01,0.48,igp_m
2020-02-01,-0.04,igp_m
2020-03-01,1.24,igp_m
2020-04-01,0.8,igp_m
2020-05-01,0.28,igp_m
2020-06-01,1.56,igp_m
2020-07-01,2.23,igp_m
2020-08-01,2.74,igp_m
2020-09-01,4.34,igp_m
2020-10-01,3.23,igp_m
2020-11-01,3.28,igp_m
2020-12-01,0.96,igp_m
2021-01-01,2.58,igp_m
2021-02-01,2.53,igp_m
2021-03-01,2.94,igp_m
2021-04-01,1.51,igp_m
2021-05-01,4.1,igp_m
2021-06-01,0.6,igp_m
2021-07-01,0.78,igp_m
2021-08-01,0.66,igp_m
2021-09-01,-0.64,igp_m
2021-10-01,0.64,igp_m
2021-11-01,0.02,igp_m
2021-12-01,0.87,igp_m
2022-01-01,1.82,igp_m
2022-02-01,1.83,igp_m
2022-03-01,1.74,igp_m
2022-04-01,1.41,igp_m
2022-05-01,0.52,igp_m
2022-06-01,0.59,igp_m
2022-07-01,0.21,igp_m
2022-08-01,-0.7,igp_m
2022-09-01,-0.95,igp_m
2022-10-01,-0.97,igp_m
2022-11-01,-0.56,igp_m
2022-12-01,0.45,igp_m
2023-01-01,0.21,igp_m
2023-02-01,-0.06,igp_m
2023-03-01,0.05,igp_m
2023-04-01,-0.95,igp_m
2023-05-01,-1.84,igp_m
2023-06-01,-1.93,igp_m
2023-07-01,-0.72,igp_m
2023-08-01,-0.14,igp_m
2023-09-01,0.37,igp_m
2023-10-01,0.5,igp_m
2023-11-01,0.59,igp_m
2023-12-01,0.74,igp_m
2024-01-01,0.07,igp_m
2024-02-01,-0.52,igp_m
2024-03-01,-0.47,igp_m
2024-04-01,0.31,igp_m
2024-05-01,0.89,igp_m
2024-06-01,0.81,igp_m
2024-07-01,0.61,igp_m
2024-08-01,0.29,igp_m
2024-09-01,0.62,igp_m
2024-10-01,1.52,igp_m
2024-11-01,1.3,igp_m
2024-12-01,0.94,igp_m
2025-01-01,0.27,igp_m
2025-02-01,1.06,igp_m
2025-03-01,-0.34,igp_m
2025-04-01,0.24,igp_m
2025-05-01,-0.49,igp_m
2025-06-01,-1.67,igp_m
2025-07-01,-0.77,igp_m
2025-08-01,0.36,igp_m
2025-09-01,0.42,igp_m
2025-10-01,-0.36,igp_m
2025-11-01,0.27,igp_m
2025-12-01,-0.01,igp_m
2026-01-01,0.41,igp_m
2026-02-01,-0.73,igp_m
2026-03-01,0.52,igp_m
2026-04-01,2.73,igp_m
2026-05-01,0.84,igp_m
2026-06-01,-0.5,igp_m
2026-07-01,-1.16,igp_m
